Customer ID,Customer Age,Omni Customer,Total Visits,Avg Spending ($),Customer City,Customer State,Device Type,Has Used Promotions
BZ222,45,No,37,66.97,Houston,TX,Android,Yes
XZ923,52,No,6,66.8,Los Angeles,CA,Android,No
WC698,43,Yes,14,66.79,Washington,DC,Windows,No
HM319,30,Yes,29,66.77,Washington,DC,Windows,No
GD871,32,No,12,66.77,Seattle,WA,iOS,Yes
KN945,23,No,33,66.75,New York,NY,iOS,No
MM460,23,No,33,66.75,San Jose,CA,Android,No
ZW535,24,No,26,66.71,Philadelphia,PA,Windows,Yes
WP672,23,No,34,66.66,Phoenix,AZ,Windows,No
ML258,31,No,38,66.56,Philadelphia,PA,iOS,No
ST622,27,Yes,10,66.54,San Antonio,TX,Windows,Yes
FF686,43,No,25,66.47,New York,NY,iOS,Yes
YH872,37,Yes,17,66.45,Dallas,TX,Windows,Yes
AE242,35,No,13,66.43,Phoenix,AZ,Android,Yes
FC446,42,No,27,66.4,Washington,DC,iOS,Yes
FT590,41,No,32,66.37,San Francisco,CA,Android,Yes
KB494,48,No,29,66.33,San Francisco,CA,Windows,No
BO324,47,No,3,66.32,San Jose,CA,iOS,No
GT439,27,No,29,66.21,Phoenix,AZ,Android,No
UO676,23,No,16,66.2,San Francisco,CA,Android,No
XJ314,23,Yes,8,66.11,New York,NY,iOS,Yes
DL544,37,Yes,8,66.08,Denver,CO,iOS,Yes
TL337,48,No,7,65.98,Dallas,TX,Android,Yes
PQ798,35,No,31,65.84,Charlotte,NC,iOS,No
XW704,39,No,3,65.78,Dallas,TX,Windows,No
KQ554,45,No,33,65.76,Washington,DC,iOS,Yes
PY886,37,No,5,65.74,Phoenix,AZ,Windows,Yes
QV919,44,Yes,17,65.72,Houston,TX,iOS,No
XB808,29,Yes,12,65.72,Chicago,IL,iOS,Yes
OG993,23,Yes,5,65.72,Denver,CO,Android,Yes
UY339,32,No,6,65.69,New York,NY,Windows,No
YD145,23,Yes,38,65.67,San Jose,CA,Windows,No
KH392,40,No,32,65.65,Charlotte,NC,Android,Yes
VV863,51,No,32,65.57,Fort Worth,TX,Android,Yes
FC501,36,No,30,65.55,New York,NY,Windows,Yes
LM430,43,Yes,4,65.52,San Diego,CA,Windows,Yes
LU131,25,No,4,65.51,Charlotte,NC,iOS,No
HU720,48,Yes,26,65.51,Dallas,TX,iOS,Yes
DQ259,49,Yes,4,65.43,Austin,TX,Android,No
YD818,40,No,8,65.42,Charlotte,NC,Android,Yes
MB333,38,No,10,65.37,San Jose,CA,iOS,Yes
BI190,23,Yes,13,65.29,Chicago,IL,iOS,Yes
JV576,35,No,31,65.21,Indianapolis,IN,Android,Yes
NY119,23,No,13,65.21,Fort Worth,TX,Windows,Yes
WG426,51,No,27,65.19,Los Angeles,CA,Windows,No
HZ169,44,Yes,38,65.18,San Jose,CA,Windows,No
VJ501,36,Yes,37,65.15,Charlotte,NC,Windows,No
QD239,29,No,3,65.11,Los Angeles,CA,Windows,Yes
JJ322,28,No,26,65.04,Jacksonville,FL,Android,No
CP121,27,No,29,64.94,San Diego,CA,Android,Yes
AM270,43,Yes,19,64.88,Columbus,OH,Android,Yes
JV995,23,No,31,64.82,Dallas,TX,iOS,No
GB958,52,No,18,64.82,San Diego,CA,iOS,No
XL810,30,No,5,64.67,Washington,DC,Android,No
CF527,27,No,18,64.63,Austin,TX,iOS,Yes
OS691,39,No,33,64.63,New York,NY,iOS,Yes
PV523,43,No,28,64.63,Chicago,IL,iOS,Yes
DW848,26,No,29,64.58,Fort Worth,TX,Windows,Yes
UE653,38,No,30,64.58,Columbus,OH,Android,Yes
PC471,27,Yes,20,64.56,Phoenix,AZ,Windows,Yes
WF630,23,No,13,64.53,San Jose,CA,Android,No
QH836,35,Yes,22,64.51,Los Angeles,CA,iOS,Yes
LX334,35,No,38,64.39,Indianapolis,IN,Windows,Yes
BU767,31,Yes,18,64.33,Columbus,OH,Android,Yes
NX172,23,Yes,12,64.33,Washington,DC,Android,No
GD206,30,No,20,64.3,Fort Worth,TX,Android,Yes
RS772,24,No,17,64.27,Phoenix,AZ,Windows,No
XI678,33,Yes,10,64.17,Los Angeles,CA,Android,Yes
JO475,40,No,33,64.15,Jacksonville,FL,Android,Yes
KZ561,23,No,9,64.1,Dallas,TX,Android,Yes
PL365,41,Yes,20,64.08,Los Angeles,CA,Android,Yes
UR639,23,Yes,3,64.07,San Francisco,CA,Android,Yes
SW919,25,Yes,13,64,Dallas,TX,Android,Yes
OA666,23,No,4,63.99,Los Angeles,CA,Android,Yes
NE436,40,Yes,37,63.96,Denver,CO,Windows,No
NV910,23,No,33,63.94,Dallas,TX,Windows,Yes
IA910,31,Yes,13,63.92,Fort Worth,TX,Windows,Yes
DN574,37,Yes,10,63.81,Jacksonville,FL,Windows,Yes
EZ494,42,No,4,63.77,Philadelphia,PA,Android,No
BS719,34,No,26,63.75,Indianapolis,IN,Android,Yes
BQ924,44,Yes,36,63.69,Columbus,OH,Windows,No
TH554,43,No,22,63.68,Austin,TX,Windows,No
YH384,23,Yes,21,63.65,Washington,DC,Android,Yes
XP700,31,No,7,63.65,San Francisco,CA,Windows,Yes
VY889,48,No,12,63.6,Los Angeles,CA,iOS,Yes
JI155,37,Yes,14,63.56,Fort Worth,TX,Windows,Yes
PP297,38,No,35,63.55,New York,NY,iOS,Yes
GD190,23,Yes,30,63.53,Austin,TX,iOS,No
JO449,27,No,29,63.47,Indianapolis,IN,Windows,Yes
AM982,23,No,26,63.42,Denver,CO,iOS,Yes
QR964,25,No,8,63.37,Austin,TX,Windows,No
YA175,37,Yes,11,63.36,Seattle,WA,Android,No
OC591,23,No,12,63.15,Los Angeles,CA,Android,No
JF662,42,Yes,17,63.13,Indianapolis,IN,Windows,No
FA310,34,No,14,63.09,San Antonio,TX,Windows,No
YZ283,38,Yes,31,63.07,San Francisco,CA,Android,Yes
LO145,31,Yes,21,63.05,Los Angeles,CA,Android,Yes
ST865,33,Yes,10,63.03,Indianapolis,IN,Android,No
OY604,23,No,38,63.02,Jacksonville,FL,iOS,No
HO461,29,Yes,6,63.01,Phoenix,AZ,iOS,Yes
NC296,31,No,32,62.94,Philadelphia,PA,Android,Yes
SS581,39,No,16,62.91,Phoenix,AZ,iOS,Yes
RL550,49,No,14,62.9,Washington,DC,Windows,Yes
CO825,26,No,8,62.86,Fort Worth,TX,Windows,No
MS239,53,No,22,62.86,San Jose,CA,iOS,Yes
RC583,32,Yes,11,62.83,Columbus,OH,Windows,Yes
KK695,41,Yes,13,62.75,Philadelphia,PA,Android,Yes
MH634,42,Yes,12,62.75,Columbus,OH,Android,Yes
IF745,30,Yes,26,62.74,Charlotte,NC,Windows,No
EU715,37,Yes,26,62.73,Indianapolis,IN,Android,Yes
UF580,23,No,28,62.68,San Jose,CA,Android,Yes
FU971,50,No,33,62.66,Phoenix,AZ,Android,Yes
GG997,27,Yes,33,62.62,Chicago,IL,Android,Yes
FW818,28,Yes,37,62.58,Phoenix,AZ,Windows,Yes
KM755,25,No,29,62.56,Seattle,WA,Windows,No
EE304,50,No,23,62.53,Fort Worth,TX,Windows,Yes
NM164,41,Yes,40,62.48,Philadelphia,PA,Windows,Yes
IT984,37,No,37,62.46,Jacksonville,FL,Android,Yes
KW757,42,No,18,62.45,Columbus,OH,Android,Yes
PH521,53,No,37,62.39,Jacksonville,FL,Android,No
UK936,42,No,28,62.36,Los Angeles,CA,iOS,Yes
WW877,51,Yes,25,62.3,San Antonio,TX,iOS,Yes
OB638,50,No,25,62.29,Chicago,IL,Windows,Yes
RL706,30,Yes,23,62.25,Denver,CO,Windows,Yes
EB312,44,Yes,23,62.2,New York,NY,Android,Yes
KU237,38,Yes,22,62.17,Indianapolis,IN,Android,Yes
HC969,51,No,22,62.1,Dallas,TX,Windows,Yes
NW367,31,No,38,62.02,Houston,TX,Windows,Yes
GC833,39,Yes,11,62,San Francisco,CA,Android,Yes
XE962,30,No,24,61.98,Washington,DC,Windows,Yes
CS531,46,Yes,28,61.95,San Francisco,CA,iOS,Yes
UM878,27,Yes,22,61.92,San Antonio,TX,iOS,Yes
HB536,33,No,32,61.87,San Jose,CA,Windows,Yes
BL466,31,No,30,61.84,Indianapolis,IN,iOS,No
RM702,23,No,37,61.82,Los Angeles,CA,iOS,Yes
KH156,34,No,6,61.8,Washington,DC,Windows,No
HK873,28,No,17,61.77,Indianapolis,IN,iOS,No
QS166,43,No,17,61.7,Dallas,TX,iOS,Yes
QY619,32,No,3,61.68,Jacksonville,FL,Windows,Yes
NW741,36,No,18,61.65,San Diego,CA,iOS,Yes
OZ138,31,No,18,61.63,Washington,DC,iOS,Yes
OF910,25,No,10,61.6,San Jose,CA,iOS,Yes
FO150,38,Yes,5,61.53,Austin,TX,iOS,No
NE625,35,No,34,61.53,Houston,TX,iOS,Yes
SC754,50,No,32,61.51,Los Angeles,CA,Android,Yes
GI798,23,No,12,61.46,Philadelphia,PA,Android,No
DJ861,55,No,36,61.4,San Francisco,CA,Android,Yes
UF248,42,Yes,11,61.32,Seattle,WA,iOS,Yes
SC947,28,Yes,22,61.27,Washington,DC,Windows,No
CJ220,29,No,25,61.25,Fort Worth,TX,iOS,Yes
WO615,37,Yes,14,61.25,Philadelphia,PA,Windows,Yes
SJ518,61,No,12,61.23,Columbus,OH,Windows,Yes
VO687,23,No,5,61.15,Seattle,WA,iOS,Yes
AR911,46,Yes,16,61.14,Denver,CO,Windows,Yes
QO314,30,No,30,61.1,Washington,DC,Windows,Yes
VD215,40,No,14,60.97,Washington,DC,Android,No
OI255,23,No,31,60.95,San Jose,CA,iOS,Yes
AU226,39,Yes,40,60.92,Indianapolis,IN,Android,Yes
TB633,39,No,20,60.9,Jacksonville,FL,Android,Yes
YP350,38,Yes,34,60.79,Columbus,OH,Android,Yes
JP905,34,No,30,60.75,Washington,DC,iOS,No
OS556,37,No,18,60.75,New York,NY,iOS,Yes
KS715,46,Yes,26,60.71,Fort Worth,TX,Windows,Yes
BU645,31,No,7,60.71,Charlotte,NC,Android,Yes
WD488,41,No,14,60.68,Austin,TX,iOS,Yes
BS388,41,Yes,36,60.68,Philadelphia,PA,Windows,No
OI765,50,No,26,60.65,Chicago,IL,Windows,Yes
ZR870,41,Yes,33,60.64,Fort Worth,TX,Android,No
ZR831,27,No,29,60.6,Houston,TX,Windows,Yes
JH619,23,No,36,60.59,San Jose,CA,Windows,Yes
RG453,32,No,40,60.58,San Jose,CA,Windows,No
IS824,35,No,10,60.53,San Diego,CA,Windows,Yes
OQ103,26,No,26,60.52,Seattle,WA,Android,No
OV538,37,No,39,60.51,Los Angeles,CA,iOS,Yes
KY902,31,Yes,24,60.49,Phoenix,AZ,iOS,Yes
ZI329,25,No,33,60.48,Columbus,OH,iOS,Yes
KC848,33,Yes,35,60.45,Chicago,IL,Windows,No
CK243,32,Yes,38,60.45,Los Angeles,CA,Android,Yes
UF194,40,Yes,19,60.36,San Francisco,CA,Android,No
WS772,60,No,21,60.34,Houston,TX,iOS,No
HU159,51,No,7,60.28,Washington,DC,Windows,No
LF967,33,Yes,38,60.28,Phoenix,AZ,Android,No
QY360,42,Yes,21,60.23,Washington,DC,Windows,Yes
TN110,37,No,36,60.17,Philadelphia,PA,Android,No
ZC557,45,Yes,31,60.15,Columbus,OH,Android,No
WX646,31,Yes,24,60.14,San Jose,CA,iOS,Yes
NT710,23,No,13,60.12,Chicago,IL,Windows,No
KC457,28,No,38,60.1,Dallas,TX,Windows,Yes
DV328,56,No,15,60.03,San Jose,CA,Windows,Yes
VZ378,37,No,7,60.02,Columbus,OH,Windows,Yes
MT557,29,Yes,13,60,Jacksonville,FL,Windows,No
TK282,28,No,33,60,Charlotte,NC,Android,Yes
FM748,32,Yes,35,59.93,Washington,DC,iOS,Yes
UD425,23,No,4,59.92,San Francisco,CA,Android,Yes
ZK558,38,Yes,39,59.88,Indianapolis,IN,iOS,Yes
KO287,33,No,40,59.88,Houston,TX,Android,Yes
UO631,23,No,12,59.87,New York,NY,Windows,Yes
KL259,28,Yes,10,59.84,Columbus,OH,Android,Yes
SS133,28,Yes,14,59.76,Fort Worth,TX,Windows,Yes
AJ292,28,No,35,59.76,Seattle,WA,iOS,Yes
CD705,31,No,8,59.76,San Diego,CA,Windows,Yes
HM883,23,No,10,59.75,New York,NY,Windows,Yes
BF805,42,No,33,59.72,New York,NY,iOS,Yes
XG803,28,Yes,11,59.69,San Antonio,TX,iOS,Yes
KP530,30,Yes,30,59.69,Denver,CO,iOS,No
GQ692,26,No,21,59.65,Phoenix,AZ,iOS,No
TD877,23,Yes,36,59.64,San Jose,CA,iOS,No
GU124,35,Yes,24,59.63,Philadelphia,PA,Android,Yes
CW781,31,Yes,29,59.62,Austin,TX,iOS,Yes
OB553,54,No,22,59.59,New York,NY,iOS,Yes
US234,36,No,37,59.53,New York,NY,iOS,Yes
EE255,50,No,22,59.51,Phoenix,AZ,iOS,Yes
EA856,41,No,5,59.47,Indianapolis,IN,iOS,Yes
IK190,24,No,37,59.46,San Jose,CA,Windows,No
BS491,28,Yes,18,59.4,Seattle,WA,Android,Yes
QX778,29,Yes,33,59.38,Fort Worth,TX,Windows,No
OV163,41,Yes,35,59.38,Charlotte,NC,iOS,No
PB235,30,No,29,59.32,Philadelphia,PA,Windows,Yes
XF354,37,No,4,59.31,San Antonio,TX,Android,No
JR459,27,Yes,25,59.28,San Francisco,CA,Windows,No
NR598,51,No,20,59.22,Columbus,OH,Android,No
YE361,24,No,18,59.11,Washington,DC,Android,Yes
LF604,39,Yes,4,59.04,Dallas,TX,Windows,Yes
XR630,28,No,11,58.99,New York,NY,iOS,Yes
YQ896,47,No,27,58.97,Dallas,TX,Windows,Yes
YH797,34,Yes,11,58.95,Washington,DC,Windows,No
HO891,34,No,16,58.86,Seattle,WA,Android,No
CJ193,39,Yes,38,58.78,Columbus,OH,Android,No
SF988,36,Yes,32,58.76,Denver,CO,Android,Yes
PO141,23,No,11,58.72,Houston,TX,iOS,Yes
AO801,30,Yes,8,58.67,Columbus,OH,iOS,No
EU928,35,No,19,58.64,Phoenix,AZ,Android,Yes
QK956,37,No,6,58.63,San Jose,CA,Android,Yes
SC531,48,No,32,58.62,Houston,TX,Android,No
WV635,46,Yes,21,58.62,San Antonio,TX,Windows,No
RR233,26,Yes,10,58.56,Austin,TX,iOS,No
CA381,38,No,14,58.51,San Jose,CA,iOS,Yes
JV839,30,No,27,58.43,Phoenix,AZ,Windows,No
VR505,33,Yes,8,58.42,Washington,DC,Android,No
IX576,44,Yes,22,58.41,Columbus,OH,Windows,Yes
QX237,34,No,32,58.35,Houston,TX,Windows,Yes
BV240,31,No,36,58.34,Austin,TX,Android,Yes
FB901,38,No,27,58.28,San Jose,CA,Android,Yes
UK170,47,No,6,58.08,Columbus,OH,Android,Yes
WF771,42,No,36,58.04,Columbus,OH,Android,Yes
AD272,47,No,30,58.03,Dallas,TX,Windows,No
WB126,30,Yes,15,57.98,San Jose,CA,iOS,Yes
PV865,31,No,6,57.88,San Jose,CA,Windows,Yes
WW963,23,Yes,8,57.87,Phoenix,AZ,iOS,Yes
VE687,43,No,40,57.8,Chicago,IL,Android,Yes
RR828,32,Yes,19,57.78,San Diego,CA,Android,Yes
PB614,43,No,30,57.68,Seattle,WA,Android,No
KZ841,27,Yes,6,57.63,Washington,DC,Android,No
GV379,36,Yes,3,57.62,Fort Worth,TX,Windows,Yes
AF209,29,No,7,57.56,Denver,CO,Android,Yes
VT414,26,No,33,57.48,Austin,TX,Windows,Yes
KV912,23,Yes,3,57.46,Phoenix,AZ,iOS,Yes
MQ514,27,Yes,26,57.45,Seattle,WA,Windows,Yes
IY564,37,Yes,27,57.39,New York,NY,Android,Yes
IV319,35,Yes,5,57.39,Columbus,OH,iOS,Yes
BE157,45,No,34,57.38,Jacksonville,FL,Windows,Yes
JH725,36,Yes,6,57.35,Seattle,WA,Windows,Yes
CA880,41,Yes,17,57.27,Columbus,OH,Android,Yes
NQ743,41,Yes,6,57.26,Los Angeles,CA,iOS,No
QC649,26,No,32,57.23,San Jose,CA,Windows,Yes
ST825,30,No,23,57.21,Denver,CO,iOS,No
WG309,54,No,38,57.2,Columbus,OH,Android,No
RK489,40,Yes,11,57.19,Charlotte,NC,iOS,No
FM282,29,No,7,57.16,San Diego,CA,iOS,Yes
QT778,42,No,34,57.16,Philadelphia,PA,iOS,Yes
YN759,41,Yes,13,57.14,Austin,TX,iOS,Yes
QY710,46,Yes,39,57.14,Denver,CO,iOS,Yes
EX916,41,No,14,57.13,San Antonio,TX,Android,Yes
JO313,23,Yes,18,57.07,Dallas,TX,Android,No
EN747,26,Yes,27,57.04,San Diego,CA,iOS,Yes
TN315,24,No,36,56.92,Phoenix,AZ,iOS,Yes
ZE279,26,Yes,27,56.81,Phoenix,AZ,Windows,Yes
UN160,23,No,30,56.77,Los Angeles,CA,Android,Yes
IT726,23,No,16,56.77,Jacksonville,FL,iOS,Yes
CI995,43,No,39,56.73,Indianapolis,IN,iOS,Yes
GN697,34,Yes,14,56.7,Philadelphia,PA,Android,Yes
JD914,39,Yes,18,56.69,Chicago,IL,Windows,Yes
DA589,33,No,33,56.61,Seattle,WA,Android,Yes
OS788,32,Yes,29,56.52,Los Angeles,CA,Android,Yes
WP388,42,Yes,12,56.52,Seattle,WA,Android,No
HQ659,38,Yes,14,56.5,Denver,CO,iOS,No
CA860,45,No,4,56.47,Houston,TX,Android,Yes
IN822,37,Yes,17,56.45,Fort Worth,TX,iOS,Yes
IV723,32,No,31,56.44,Indianapolis,IN,Android,No
ME376,39,No,10,56.44,New York,NY,Android,No
FE372,38,Yes,20,56.41,Chicago,IL,iOS,No
VR913,27,Yes,16,56.41,Houston,TX,Android,Yes
HS412,23,No,11,56.36,Los Angeles,CA,Android,No
IJ424,43,No,23,56.27,New York,NY,Android,Yes
RV874,28,Yes,38,56.23,Houston,TX,Windows,Yes
OW377,27,No,11,56.18,Fort Worth,TX,iOS,No
EO660,56,No,32,56.16,San Antonio,TX,Android,Yes
ZJ681,30,No,24,56.14,Washington,DC,Android,Yes
DD900,26,No,24,56.09,Austin,TX,iOS,Yes
AK167,36,No,39,56.03,Denver,CO,Windows,Yes
OR556,38,Yes,7,56.01,Washington,DC,Windows,Yes
WB383,42,No,34,56,New York,NY,Android,Yes
IQ850,25,No,34,55.95,Austin,TX,Android,Yes
QJ910,53,No,22,55.93,Chicago,IL,Windows,Yes
CC101,40,No,18,55.84,Phoenix,AZ,Windows,No
AY957,36,No,11,55.68,Chicago,IL,Windows,No
DE112,52,No,40,55.63,Philadelphia,PA,iOS,Yes
ZW454,39,No,8,55.6,Charlotte,NC,Windows,Yes
JS901,34,Yes,29,55.58,Austin,TX,Windows,No
GF188,26,Yes,32,55.58,Dallas,TX,Android,Yes
EX769,35,No,27,55.58,San Antonio,TX,Windows,No
EE534,28,Yes,31,55.52,Chicago,IL,Windows,No
AE907,44,Yes,32,55.48,Washington,DC,Windows,Yes
JW833,45,No,35,55.45,Houston,TX,Android,Yes
VQ118,27,No,33,55.4,Seattle,WA,iOS,Yes
DH675,36,No,22,55.35,Houston,TX,Windows,Yes
KO466,40,No,28,55.35,Indianapolis,IN,Windows,Yes
WW192,23,Yes,27,55.33,Indianapolis,IN,Android,Yes
ZZ862,23,Yes,15,55.26,Los Angeles,CA,Windows,Yes
ZO590,47,Yes,6,55.26,San Diego,CA,iOS,Yes
YT315,46,No,24,55.25,San Diego,CA,Android,No
FR132,27,Yes,3,55.25,San Antonio,TX,Android,No
BL495,34,No,18,55.23,Seattle,WA,iOS,Yes
ZU311,43,Yes,7,55.17,Philadelphia,PA,iOS,No
TS571,47,Yes,16,55.13,Indianapolis,IN,Android,No
HV400,44,No,8,55.07,San Francisco,CA,Windows,No
YS213,40,Yes,35,55.06,San Jose,CA,iOS,No
VB468,23,Yes,11,55.02,Houston,TX,Windows,Yes
SA377,26,No,34,55,San Francisco,CA,Android,No
CJ406,35,No,3,54.94,Fort Worth,TX,Android,Yes
CD912,31,Yes,15,54.91,Phoenix,AZ,Android,Yes
BC508,47,No,8,54.86,Seattle,WA,Android,No
HL345,39,Yes,17,54.76,San Diego,CA,Android,Yes
SG594,41,Yes,40,54.69,Indianapolis,IN,Android,Yes
KV536,51,No,34,54.68,New York,NY,iOS,Yes
DL264,40,No,7,54.66,Columbus,OH,Windows,Yes
GL836,23,No,4,54.63,Charlotte,NC,Windows,Yes
AL794,36,No,36,54.61,Denver,CO,iOS,No
UU428,43,No,21,54.61,Columbus,OH,Android,No
PR768,28,Yes,3,54.54,San Jose,CA,Windows,No
QM982,35,Yes,13,54.54,Washington,DC,Windows,Yes
VY565,38,No,5,54.51,Philadelphia,PA,Android,No
XI230,23,Yes,39,54.51,Washington,DC,Windows,Yes
FP392,39,No,35,54.5,Phoenix,AZ,iOS,No
IV224,52,No,11,54.41,Austin,TX,Windows,Yes
ZS160,34,Yes,40,54.39,San Antonio,TX,Android,Yes
BZ911,43,Yes,4,54.38,Denver,CO,Windows,No
AF911,23,Yes,32,54.35,Fort Worth,TX,Windows,No
PJ223,46,Yes,39,54.34,San Jose,CA,Windows,Yes
NW379,40,No,23,54.33,Chicago,IL,iOS,No
AP547,23,Yes,27,54.31,San Antonio,TX,iOS,Yes
XS112,43,No,26,54.31,Houston,TX,Windows,Yes
EL921,34,No,8,54.22,Philadelphia,PA,Android,Yes
BL436,28,No,12,54.22,Chicago,IL,Windows,Yes
VG986,37,No,6,54.2,Austin,TX,iOS,Yes
ZR120,42,No,13,54.11,Houston,TX,Windows,No
WH884,33,Yes,36,54.11,San Jose,CA,Windows,Yes
XT432,34,No,31,54.07,Austin,TX,iOS,Yes
MZ338,38,No,28,54.07,San Diego,CA,Windows,Yes
VH629,49,Yes,38,54.06,Columbus,OH,Android,Yes
QB727,33,No,11,53.99,Indianapolis,IN,Windows,Yes
DE174,23,No,10,53.94,San Jose,CA,Windows,Yes
WY943,29,No,28,53.93,Indianapolis,IN,iOS,Yes
VQ731,39,Yes,34,53.87,Chicago,IL,Windows,Yes
MR669,34,Yes,27,53.8,Los Angeles,CA,Android,Yes
VM925,36,Yes,15,53.75,San Diego,CA,Windows,No
SI800,33,No,37,53.74,Washington,DC,iOS,No
YJ585,31,No,19,53.67,Houston,TX,iOS,Yes
BH393,37,No,36,53.66,New York,NY,Android,Yes
MN512,63,No,29,53.63,Jacksonville,FL,Windows,No
MW701,40,No,29,53.63,Los Angeles,CA,Android,No
BG259,26,Yes,30,53.59,Seattle,WA,iOS,Yes
LJ785,50,No,18,53.57,San Antonio,TX,iOS,Yes
IQ857,50,No,5,53.46,Austin,TX,Android,Yes
YV326,45,No,7,53.41,Jacksonville,FL,Windows,No
TV237,23,No,17,53.34,Seattle,WA,iOS,Yes
FG666,27,No,25,53.34,Indianapolis,IN,Windows,Yes
HV377,44,Yes,33,53.33,Dallas,TX,iOS,Yes
EP339,34,Yes,38,53.17,Dallas,TX,Windows,No
OP322,31,No,22,53.09,Dallas,TX,iOS,Yes
IW953,38,No,14,53.06,Houston,TX,Windows,Yes
LK768,23,Yes,33,53.05,Phoenix,AZ,iOS,Yes
ON495,38,No,15,53.02,Houston,TX,iOS,Yes
UT411,23,Yes,29,52.96,Dallas,TX,Android,No
JK605,33,No,21,52.76,San Jose,CA,Windows,Yes
XH784,32,Yes,11,52.76,Dallas,TX,iOS,Yes
GE363,41,Yes,3,52.71,Dallas,TX,Android,Yes
LB140,35,Yes,28,52.7,Jacksonville,FL,Windows,No
AL750,31,Yes,3,52.63,San Francisco,CA,iOS,Yes
KZ564,23,No,26,52.6,Philadelphia,PA,Android,No
QT869,44,Yes,20,52.52,San Jose,CA,Windows,Yes
KL647,30,No,30,52.36,Columbus,OH,Android,Yes
EJ666,29,Yes,12,52.34,San Diego,CA,Android,No
EV525,34,Yes,21,52.33,Washington,DC,Windows,Yes
OT822,58,No,34,52.31,Charlotte,NC,Android,Yes
ER218,36,Yes,38,52.26,Houston,TX,Windows,No
MR871,23,Yes,38,52.22,San Jose,CA,Android,Yes
UO981,59,No,12,52.22,San Francisco,CA,Android,No
GF722,23,No,12,52.18,Phoenix,AZ,Android,Yes
TW983,39,Yes,23,52.16,Houston,TX,Windows,Yes
CQ228,26,Yes,40,52.16,New York,NY,Android,Yes
NO749,23,Yes,18,52.12,San Diego,CA,Windows,No
ZN175,23,No,40,52.08,New York,NY,Windows,Yes
ET252,23,Yes,35,51.98,San Antonio,TX,Android,Yes
UT859,31,Yes,33,51.95,Washington,DC,Android,Yes
SL553,39,No,5,51.89,San Jose,CA,Android,No
