Customer ID,Customer Age,Omni Customer,Total Visits,Avg Spending ($),Customer City,Customer State,Device Type,Has Used Promotions
FH439,24,No,12,36.08,Houston,TX,Windows,No
FE629,49,No,26,36.05,Denver,CO,Android,Yes
DN755,44,No,26,35.98,Indianapolis,IN,Android,Yes
TH146,36,Yes,5,35.91,Columbus,OH,iOS,Yes
ED484,26,Yes,4,35.9,Houston,TX,Android,Yes
TZ796,57,No,14,35.88,Houston,TX,iOS,No
ZC387,42,No,24,35.86,San Diego,CA,Android,No
CG866,44,No,3,35.83,Philadelphia,PA,Windows,Yes
KD620,23,Yes,22,35.81,Dallas,TX,iOS,No
WG628,27,Yes,6,35.8,Chicago,IL,iOS,Yes
AN868,40,No,40,35.73,Dallas,TX,Android,Yes
TB561,43,No,4,35.73,San Antonio,TX,Android,Yes
LS881,23,No,23,35.69,Charlotte,NC,Windows,No
SJ522,34,No,10,35.67,San Francisco,CA,iOS,Yes
YT774,50,No,14,35.64,Phoenix,AZ,Windows,No
HX125,40,No,4,35.64,San Antonio,TX,Windows,Yes
KO991,37,Yes,14,35.59,San Antonio,TX,iOS,Yes
HQ703,23,Yes,12,35.53,Fort Worth,TX,iOS,Yes
CE422,23,No,32,35.49,Houston,TX,iOS,Yes
UN216,24,No,27,35.48,Chicago,IL,Windows,Yes
NW452,38,No,32,35.43,Fort Worth,TX,Android,Yes
WK659,28,No,13,35.37,Denver,CO,Android,No
ZJ565,38,Yes,6,35.28,Houston,TX,iOS,No
MW576,37,No,8,35.24,Austin,TX,Windows,Yes
JV591,42,Yes,28,35.19,Phoenix,AZ,iOS,Yes
EN748,50,Yes,22,35.15,Austin,TX,iOS,Yes
KW501,43,Yes,16,35.15,Denver,CO,Windows,No
IR231,51,No,17,35.14,Jacksonville,FL,Android,Yes
KN537,37,No,21,35.14,Houston,TX,iOS,Yes
LL869,51,No,35,35.13,Fort Worth,TX,Windows,Yes
OD153,23,Yes,37,35.1,New York,NY,Android,No
YX458,28,No,27,35.04,Phoenix,AZ,Windows,Yes
SI132,43,No,37,34.95,Columbus,OH,iOS,Yes
LG137,26,Yes,39,34.95,Houston,TX,iOS,Yes
IK560,49,No,6,34.93,Seattle,WA,Windows,Yes
ZR342,45,No,22,34.91,Dallas,TX,iOS,No
PY778,29,No,9,34.82,New York,NY,Windows,No
SD625,44,Yes,24,34.8,Los Angeles,CA,Windows,Yes
LK962,50,No,29,34.78,New York,NY,iOS,Yes
HA788,38,No,9,34.74,Washington,DC,Windows,Yes
YI604,45,No,37,34.68,San Diego,CA,iOS,No
KR613,25,Yes,29,34.67,Columbus,OH,Android,Yes
TQ600,34,Yes,26,34.67,Los Angeles,CA,Android,No
PH604,43,Yes,30,34.63,Houston,TX,Windows,Yes
YV340,26,Yes,26,34.61,Denver,CO,Android,Yes
CX748,26,Yes,25,34.61,Phoenix,AZ,Windows,No
RR123,30,Yes,29,34.55,Philadelphia,PA,Android,No
SQ870,33,Yes,26,34.52,San Antonio,TX,iOS,Yes
PL728,23,Yes,27,34.52,Denver,CO,Windows,Yes
XR174,28,No,17,34.5,Denver,CO,Windows,Yes
NI614,29,No,24,34.46,Phoenix,AZ,Windows,Yes
HH909,32,No,6,34.4,Seattle,WA,iOS,No
DY591,39,Yes,20,34.32,San Jose,CA,Android,No
YT481,43,No,11,34.31,Charlotte,NC,Windows,Yes
KH207,32,Yes,33,34.29,Houston,TX,iOS,Yes
ZW175,47,Yes,27,34.29,Chicago,IL,Windows,Yes
AG504,23,No,8,34.28,Washington,DC,iOS,No
DO212,37,No,8,34.22,Jacksonville,FL,Windows,No
KP206,30,No,9,34.19,Philadelphia,PA,Android,Yes
CN363,49,Yes,27,34.16,Denver,CO,iOS,Yes
BY383,26,No,27,34.15,Dallas,TX,iOS,Yes
UG641,23,Yes,16,34.12,Denver,CO,Android,No
JC832,30,Yes,35,34.04,Washington,DC,Android,Yes
DS636,26,Yes,33,34.03,Philadelphia,PA,iOS,Yes
OC530,32,Yes,22,34.02,Seattle,WA,iOS,Yes
IV461,32,Yes,40,33.98,Chicago,IL,Android,No
FQ892,25,Yes,5,33.96,Phoenix,AZ,iOS,Yes
YI181,55,No,11,33.96,Jacksonville,FL,iOS,No
XA762,39,Yes,35,33.87,San Diego,CA,Android,No
DI864,40,Yes,28,33.79,Columbus,OH,Android,No
EH355,40,No,14,33.79,New York,NY,Windows,Yes
UP717,23,No,11,33.69,Dallas,TX,Windows,Yes
ZO643,41,No,27,33.69,San Francisco,CA,iOS,Yes
FI243,38,No,32,33.68,Philadelphia,PA,Android,Yes
RZ545,23,No,24,33.42,New York,NY,iOS,No
AQ428,23,No,35,33.4,Jacksonville,FL,Android,No
EO847,46,No,32,33.38,Philadelphia,PA,iOS,Yes
AQ686,32,No,14,33.37,Houston,TX,iOS,Yes
TY302,42,No,34,33.36,Denver,CO,Android,Yes
RJ294,34,No,31,33.33,Washington,DC,Android,No
MQ108,23,No,9,33.32,Seattle,WA,Android,No
SI474,34,No,32,33.32,San Jose,CA,Windows,No
TZ328,28,Yes,30,33.24,Seattle,WA,Android,No
NR571,24,No,37,33.2,Los Angeles,CA,Windows,Yes
AB295,33,No,7,33.19,Dallas,TX,Android,No
WP771,28,No,9,33.15,San Francisco,CA,Android,Yes
EW161,45,No,27,33.12,Chicago,IL,Windows,Yes
RV117,46,No,36,33.11,Indianapolis,IN,Android,Yes
LC348,42,Yes,6,32.89,Philadelphia,PA,Android,Yes
AA585,27,No,34,32.82,Philadelphia,PA,Android,Yes
VV458,42,No,27,32.81,Dallas,TX,Windows,Yes
HA386,35,Yes,25,32.78,New York,NY,iOS,Yes
KM352,23,No,27,32.78,Indianapolis,IN,Android,No
YM516,23,No,7,32.75,Phoenix,AZ,iOS,Yes
IV788,40,No,32,32.7,Chicago,IL,Android,Yes
QT249,46,No,38,32.69,Seattle,WA,iOS,Yes
RH416,25,Yes,28,32.68,San Jose,CA,Android,Yes
KC333,41,No,15,32.68,Chicago,IL,iOS,Yes
PT778,40,Yes,9,32.63,Charlotte,NC,Windows,Yes
HN316,26,Yes,38,32.62,San Antonio,TX,Android,Yes
RX569,34,No,19,32.57,New York,NY,Windows,Yes
FH997,25,No,37,32.51,San Jose,CA,Windows,Yes
XM590,56,No,6,32.47,San Francisco,CA,Android,No
MH718,48,No,8,32.46,Austin,TX,iOS,Yes
FU243,37,Yes,22,32.4,New York,NY,Android,Yes
IU169,39,Yes,10,32.29,Seattle,WA,iOS,No
KN417,28,Yes,14,32.26,Columbus,OH,Windows,Yes
YF847,40,Yes,40,32.26,Houston,TX,iOS,Yes
IA912,23,Yes,20,32.24,Columbus,OH,Windows,No
FH563,28,No,13,32.23,Denver,CO,iOS,No
DF622,25,Yes,21,32.23,Washington,DC,Android,Yes
TC465,25,No,21,32.22,Dallas,TX,Android,No
BS455,49,Yes,12,32.22,Chicago,IL,iOS,Yes
ZF730,33,Yes,12,32.19,Houston,TX,Android,Yes
MR424,23,Yes,6,32.19,San Jose,CA,Windows,Yes
JQ404,42,No,11,32.16,San Francisco,CA,Windows,Yes
ES780,38,No,36,32.08,Washington,DC,Android,Yes
DR744,50,No,36,32.05,Charlotte,NC,iOS,Yes
VX387,25,No,7,31.95,Chicago,IL,Android,Yes
BW459,31,No,37,31.94,Phoenix,AZ,iOS,Yes
RQ369,32,Yes,15,31.86,Chicago,IL,Android,Yes
BK386,32,No,26,31.81,Houston,TX,Android,Yes
TN333,32,No,25,31.81,New York,NY,Android,No
HX620,44,No,23,31.74,Dallas,TX,Windows,Yes
GO127,23,Yes,5,31.67,Houston,TX,Windows,No
DS740,38,Yes,3,31.67,Austin,TX,Windows,Yes
CD467,34,No,30,31.64,San Francisco,CA,Windows,Yes
DU566,56,No,27,31.6,San Jose,CA,iOS,No
US828,23,No,24,31.59,Jacksonville,FL,Windows,Yes
EY449,35,No,33,31.57,Dallas,TX,iOS,Yes
EH312,30,No,5,31.54,Columbus,OH,Android,Yes
EK505,23,No,37,31.53,Charlotte,NC,Android,Yes
BU721,45,No,12,31.51,Seattle,WA,Android,No
OC481,23,No,20,31.49,Columbus,OH,iOS,Yes
UB460,33,Yes,36,31.4,Seattle,WA,Android,No
EU923,33,Yes,16,31.34,Dallas,TX,Windows,Yes
BK762,25,No,36,31.33,Washington,DC,Android,Yes
QM783,38,No,30,31.28,Seattle,WA,Android,Yes
EE286,30,No,35,31.28,Chicago,IL,Windows,Yes
SJ389,24,Yes,26,31.27,Phoenix,AZ,iOS,No
PS905,55,Yes,19,31.23,Houston,TX,Android,No
RQ791,23,No,24,31.21,Los Angeles,CA,Windows,No
QN175,38,No,18,31.2,Indianapolis,IN,iOS,Yes
MC479,40,No,34,31.19,Philadelphia,PA,Android,Yes
SW750,30,No,33,31.12,San Antonio,TX,iOS,Yes
PI199,55,No,36,31.04,San Antonio,TX,Android,No
DM560,24,No,27,31.03,Austin,TX,Windows,Yes
RU802,35,Yes,6,31.01,Austin,TX,Windows,Yes
AR435,33,No,31,30.91,Fort Worth,TX,Android,No
ZQ667,45,No,31,30.87,Austin,TX,Android,No
HB606,23,Yes,37,30.85,New York,NY,Windows,No
SH325,37,No,8,30.83,New York,NY,Windows,Yes
RD972,35,No,40,30.78,San Francisco,CA,Android,Yes
DO196,36,No,3,30.75,Phoenix,AZ,Android,Yes
OC464,39,No,17,30.75,Charlotte,NC,Android,No
EZ767,47,No,22,30.7,Austin,TX,iOS,Yes
PR479,39,Yes,11,30.69,Austin,TX,Android,Yes
RO664,43,No,36,30.64,Austin,TX,Windows,No
QZ427,44,No,12,30.54,Seattle,WA,iOS,Yes
JU543,30,No,18,30.54,Columbus,OH,Windows,No
SE314,29,No,38,30.5,San Francisco,CA,iOS,No
ZV267,40,No,13,30.46,Los Angeles,CA,Windows,No
MR918,32,Yes,10,30.43,Austin,TX,Android,No
SE136,33,Yes,4,30.41,New York,NY,Android,Yes
UK616,35,Yes,12,30.38,San Jose,CA,iOS,Yes
MJ863,34,No,24,30.38,New York,NY,Android,No
GW228,23,No,18,30.17,Dallas,TX,iOS,Yes
ZY681,37,No,34,30.16,Houston,TX,Android,Yes
HY972,33,Yes,6,30.03,Chicago,IL,Windows,Yes
GD193,40,No,12,29.95,Seattle,WA,iOS,Yes
KG933,30,Yes,6,29.88,Seattle,WA,Windows,Yes
FT108,23,Yes,21,29.88,Phoenix,AZ,Android,No
PA106,49,Yes,38,29.84,Dallas,TX,iOS,Yes
LG421,24,Yes,15,29.76,Charlotte,NC,iOS,Yes
PM235,43,Yes,21,29.72,Chicago,IL,iOS,Yes
RH583,35,No,6,29.7,Seattle,WA,Windows,No
FQ248,40,No,28,29.68,San Antonio,TX,Windows,Yes
HL298,33,Yes,5,29.63,Charlotte,NC,Windows,No
GT742,43,Yes,39,29.52,Austin,TX,iOS,Yes
VI585,23,No,17,29.48,New York,NY,Windows,No
UB641,59,No,11,29.48,Dallas,TX,iOS,Yes
LP940,46,No,10,29.45,Indianapolis,IN,Windows,Yes
QA542,23,Yes,35,29.35,Seattle,WA,iOS,Yes
NQ986,35,No,7,29.29,Houston,TX,Windows,Yes
FF441,39,No,10,29.27,Fort Worth,TX,Windows,No
SV416,31,Yes,38,29.24,Chicago,IL,Android,No
SE708,29,Yes,9,29.23,Phoenix,AZ,Windows,Yes
ND402,40,No,7,29.23,Indianapolis,IN,Android,No
RP397,32,Yes,30,29.19,Austin,TX,iOS,Yes
TA801,43,Yes,26,29.18,Columbus,OH,iOS,Yes
AJ749,26,No,32,29.18,Denver,CO,iOS,Yes
MC559,35,No,7,29.14,Jacksonville,FL,Android,No
YU696,38,No,7,29.14,Charlotte,NC,iOS,Yes
TB539,23,No,5,29.12,Phoenix,AZ,iOS,Yes
BG678,48,No,14,29.1,San Jose,CA,iOS,Yes
SU290,44,No,35,29.08,Dallas,TX,Android,Yes
YC572,38,No,6,29.06,Columbus,OH,iOS,Yes
VR133,32,Yes,14,28.94,Columbus,OH,Android,Yes
FA411,36,Yes,20,28.92,San Diego,CA,Windows,Yes
GY423,43,Yes,6,28.92,Charlotte,NC,Android,Yes
TX361,34,No,12,28.9,Washington,DC,Android,Yes
YC846,33,Yes,4,28.88,Houston,TX,iOS,Yes
BR880,25,No,31,28.85,Fort Worth,TX,Android,Yes
DZ564,23,No,37,28.81,Houston,TX,Windows,Yes
JR699,25,Yes,23,28.64,San Jose,CA,iOS,Yes
FK343,23,No,34,28.58,Austin,TX,Windows,Yes
BP703,47,Yes,20,28.51,Fort Worth,TX,iOS,Yes
PD603,23,No,7,28.39,San Antonio,TX,Android,Yes
JK716,33,No,13,28.35,Denver,CO,Windows,Yes
FG461,27,No,19,28.35,Denver,CO,iOS,Yes
FW202,23,Yes,17,28.31,Jacksonville,FL,iOS,Yes
BS153,48,No,19,28.3,Indianapolis,IN,iOS,Yes
QO671,49,Yes,25,28.3,Columbus,OH,Windows,Yes
KA410,37,No,24,28.29,Washington,DC,iOS,Yes
TC392,48,No,19,28.27,Columbus,OH,Windows,Yes
KM143,23,Yes,13,28.26,Columbus,OH,iOS,Yes
LQ177,32,No,40,28.24,Phoenix,AZ,Windows,No
AT620,51,No,36,28.12,Washington,DC,Android,Yes
GW756,53,No,37,28.11,Denver,CO,Android,Yes
AY544,37,No,16,28.1,Philadelphia,PA,Android,Yes
RP632,40,No,11,28,Seattle,WA,iOS,Yes
BY676,38,No,18,27.84,Phoenix,AZ,iOS,Yes
LR568,31,No,12,27.8,Dallas,TX,iOS,No
HO342,41,No,27,27.74,Chicago,IL,Windows,Yes
VJ541,37,Yes,19,27.7,Fort Worth,TX,Windows,Yes
ER197,39,No,36,27.7,Washington,DC,iOS,No
FE524,43,No,22,27.61,Charlotte,NC,Android,No
RH145,32,No,3,27.61,Washington,DC,Android,Yes
ZR938,27,No,30,27.46,Dallas,TX,Windows,Yes
KW634,27,No,36,27.44,Fort Worth,TX,Android,Yes
VP591,44,No,40,27.39,Philadelphia,PA,iOS,Yes
IX480,32,Yes,34,27.28,Houston,TX,Android,No
OW820,36,No,8,27.25,Phoenix,AZ,Android,Yes
NO812,59,Yes,7,27.19,Chicago,IL,Windows,No
RX832,41,No,4,27.16,Columbus,OH,Android,No
WV584,35,Yes,15,27.14,San Francisco,CA,Windows,Yes
SZ861,23,Yes,34,27.11,San Diego,CA,Android,Yes
DB191,32,Yes,12,27.1,San Francisco,CA,Windows,Yes
CF115,48,No,4,27.04,New York,NY,Android,No
XJ776,46,Yes,5,27.02,Columbus,OH,Android,Yes
XE842,29,No,39,26.96,Seattle,WA,Windows,Yes
ED424,30,No,14,26.93,Charlotte,NC,Android,No
BH858,50,No,36,26.82,Jacksonville,FL,Android,Yes
ZZ275,35,No,25,26.8,Los Angeles,CA,Android,No
VX218,23,Yes,24,26.74,Charlotte,NC,iOS,No
DY585,32,No,31,26.71,San Diego,CA,Windows,Yes
MU474,38,Yes,40,26.71,San Diego,CA,Android,No
TI736,23,No,33,26.68,Dallas,TX,Windows,No
JT896,33,No,14,26.61,New York,NY,Android,No
DB116,42,Yes,33,26.6,Los Angeles,CA,iOS,Yes
PP893,29,No,17,26.58,New York,NY,iOS,No
NS852,44,No,16,26.56,Columbus,OH,Android,Yes
YZ457,46,No,3,26.55,Washington,DC,Android,Yes
IY367,38,Yes,15,26.54,Fort Worth,TX,iOS,No
GK817,23,No,35,26.51,Chicago,IL,iOS,Yes
AO219,42,Yes,28,26.46,San Francisco,CA,Windows,Yes
BJ291,42,No,26,26.45,New York,NY,Windows,Yes
QM374,23,Yes,26,26.45,Los Angeles,CA,iOS,Yes
QX767,45,Yes,22,26.43,Philadelphia,PA,Android,No
XD987,30,No,22,26.41,San Diego,CA,Windows,No
WM376,45,No,3,26.39,Washington,DC,Windows,No
EX459,30,No,38,26.33,San Jose,CA,iOS,No
IG650,35,Yes,24,26.32,Seattle,WA,iOS,No
OZ350,41,No,11,26.28,Columbus,OH,Android,Yes
LA914,23,Yes,13,26.25,Houston,TX,Windows,No
RG195,40,No,4,26.18,Los Angeles,CA,Android,No
QY307,31,No,24,26.16,Jacksonville,FL,Windows,Yes
PY817,23,No,16,26.07,Denver,CO,Windows,Yes
IM903,28,No,19,25.87,San Jose,CA,Windows,No
MF448,32,Yes,38,25.85,Phoenix,AZ,iOS,No
ID503,29,No,9,25.77,Philadelphia,PA,iOS,Yes
HK802,34,Yes,29,25.77,Houston,TX,Android,No
XR536,38,No,34,25.69,San Antonio,TX,iOS,Yes
MO356,28,No,20,25.62,Austin,TX,iOS,No
IO780,23,No,34,25.6,Fort Worth,TX,Windows,Yes
BE213,42,Yes,17,25.58,Phoenix,AZ,Android,No
VY255,29,Yes,9,25.53,Columbus,OH,Windows,Yes
AX792,34,Yes,10,25.52,Dallas,TX,Windows,Yes
QY612,27,No,40,25.51,Fort Worth,TX,Android,No
IG717,30,No,35,25.49,Dallas,TX,iOS,Yes
IG455,28,No,27,25.45,San Diego,CA,Windows,Yes
CJ796,45,Yes,39,25.39,San Jose,CA,iOS,Yes
SJ497,47,No,3,25.34,Fort Worth,TX,Windows,Yes
DB470,35,Yes,7,25.34,Charlotte,NC,Windows,Yes
GB468,23,No,11,25.31,Philadelphia,PA,iOS,Yes
SB942,23,No,32,25.24,Los Angeles,CA,Windows,Yes
ZU279,23,Yes,12,25.2,Chicago,IL,iOS,Yes
FQ150,27,Yes,12,25.18,Phoenix,AZ,Windows,Yes
GU161,31,No,37,25.16,Denver,CO,iOS,Yes
FF880,36,No,9,25.04,Phoenix,AZ,iOS,No
LH281,25,No,33,25.02,Phoenix,AZ,iOS,Yes
YG228,47,No,9,25.02,Dallas,TX,iOS,Yes
VR235,29,No,36,24.9,San Francisco,CA,Android,No
OX403,38,No,16,24.84,Denver,CO,Windows,Yes
JX818,36,No,16,24.8,Jacksonville,FL,iOS,Yes
YT666,23,Yes,36,24.78,Dallas,TX,Windows,No
QP530,28,No,11,24.78,Washington,DC,Windows,No
OT628,25,No,551,24.77,Denver,CO,iOS,Yes
ZW901,34,Yes,34,24.76,Denver,CO,Windows,Yes
SX803,37,No,21,24.7,Denver,CO,iOS,No
OO909,52,No,3,24.64,San Diego,CA,Windows,Yes
BS661,31,No,25,24.59,Fort Worth,TX,Android,Yes
SB345,37,No,21,24.5,Chicago,IL,iOS,No
YW213,50,No,5,24.47,Columbus,OH,Android,Yes
RJ287,27,No,25,24.41,Washington,DC,Android,No
EM313,37,No,34,24.34,Fort Worth,TX,iOS,No
PV937,42,No,24,24.32,Austin,TX,Windows,Yes
AX442,35,No,10,24.3,Washington,DC,Android,Yes
XK502,37,No,29,24.26,Dallas,TX,iOS,No
EM631,47,No,24,24.25,Philadelphia,PA,Android,No
TW103,26,Yes,20,24.23,Jacksonville,FL,iOS,No
PP624,25,No,24,24.21,Indianapolis,IN,iOS,No
DY603,32,No,32,24.17,Chicago,IL,iOS,No
VV161,31,No,24,24.14,Seattle,WA,iOS,Yes
TK761,50,No,17,24.11,Charlotte,NC,Windows,No
LY120,23,Yes,21,24.09,Los Angeles,CA,Android,Yes
AK547,43,Yes,9,24.04,Indianapolis,IN,Android,Yes
IU989,40,No,18,23.97,Washington,DC,iOS,No
QR484,45,No,8,23.77,Denver,CO,Windows,No
OG672,40,No,35,23.67,Seattle,WA,iOS,Yes
YR607,38,Yes,19,23.63,Chicago,IL,Windows,Yes
GF162,40,Yes,13,23.51,Charlotte,NC,Windows,Yes
GI166,38,No,25,23.5,Philadelphia,PA,iOS,Yes
IX172,35,No,3,23.47,Seattle,WA,Windows,No
PL834,44,No,18,23.46,Columbus,OH,iOS,Yes
KZ402,38,Yes,30,23.41,San Francisco,CA,Android,Yes
RC417,26,No,6,23.39,San Francisco,CA,iOS,No
KJ430,29,Yes,21,23.39,Dallas,TX,Windows,Yes
JE467,25,Yes,10,23.38,Charlotte,NC,Android,Yes
SE409,30,No,19,23.35,Chicago,IL,Windows,No
CE742,47,Yes,30,23.32,San Jose,CA,Windows,No
FC164,30,Yes,27,23.25,Denver,CO,Windows,Yes
WG602,36,No,31,23.07,Los Angeles,CA,Android,No
WA116,35,No,14,23.04,San Diego,CA,iOS,Yes
ZJ711,23,No,3,22.97,Seattle,WA,Android,Yes
PH562,35,No,8,22.96,Jacksonville,FL,Windows,Yes
GU866,35,No,39,22.95,Indianapolis,IN,Windows,Yes
TE145,47,No,26,22.93,Jacksonville,FL,iOS,Yes
SY665,46,No,3,22.92,Phoenix,AZ,iOS,Yes
NC309,28,No,15,22.85,Austin,TX,iOS,Yes
KV189,23,Yes,33,22.84,Charlotte,NC,Windows,No
WW258,25,No,12,22.82,Chicago,IL,Windows,Yes
KL984,34,No,39,22.81,Charlotte,NC,Android,Yes
ZX741,25,No,37,22.75,Philadelphia,PA,Windows,Yes
GA119,55,No,11,22.75,New York,NY,Windows,No
UT995,32,Yes,26,22.71,San Diego,CA,Android,Yes
YS964,29,No,39,22.63,Seattle,WA,Windows,No
XD499,25,Yes,33,22.52,Denver,CO,Android,Yes
ES761,26,No,25,22.47,San Francisco,CA,Android,No
VP818,42,No,37,22.39,Los Angeles,CA,iOS,Yes
IT670,23,Yes,22,22.35,San Jose,CA,Android,Yes
GG953,41,No,29,22.33,New York,NY,Windows,Yes
UX330,55,No,34,22.31,Houston,TX,Android,No
AJ443,44,No,7,22.29,Columbus,OH,Windows,Yes
GW253,23,No,23,22.26,Los Angeles,CA,Android,Yes
EW224,23,No,26,22.22,Washington,DC,Windows,Yes
TC497,24,Yes,19,22.17,Austin,TX,Windows,No
CD149,27,No,20,22.15,San Jose,CA,Windows,Yes
ZE481,38,No,33,22.12,San Francisco,CA,Android,Yes
QY947,37,No,36,22.1,Phoenix,AZ,Windows,Yes
LS956,34,No,20,22.04,Jacksonville,FL,Android,Yes
NG876,23,No,36,21.95,Los Angeles,CA,iOS,Yes
RN718,42,No,4,21.91,San Diego,CA,Android,Yes
OZ821,23,Yes,18,21.86,Houston,TX,Windows,Yes
SL193,34,No,11,21.86,Chicago,IL,Android,Yes
FD760,43,No,37,21.69,Washington,DC,Windows,Yes
WQ679,23,No,31,21.67,Fort Worth,TX,iOS,No
LK724,40,No,29,21.66,Jacksonville,FL,iOS,Yes
XA288,35,No,34,21.64,Philadelphia,PA,Windows,Yes
ER385,38,Yes,19,21.64,San Antonio,TX,iOS,Yes
UG809,23,No,26,21.61,Chicago,IL,Windows,No
PU249,53,No,39,21.58,Los Angeles,CA,Android,Yes
UV883,28,No,10,21.57,San Antonio,TX,Windows,Yes
CW143,34,Yes,33,21.52,Charlotte,NC,Windows,Yes
JJ918,27,No,6,21.5,Washington,DC,Android,No
GM404,26,Yes,39,21.5,New York,NY,Android,No
VM902,44,Yes,12,21.48,Charlotte,NC,Android,Yes
BO879,34,Yes,39,21.43,New York,NY,Android,Yes
KQ701,35,No,6,21.38,Phoenix,AZ,iOS,No
ZG454,29,No,30,21.36,Los Angeles,CA,Windows,Yes
IC676,51,No,6,21.34,New York,NY,Android,Yes
MP554,44,No,29,21.33,Phoenix,AZ,Android,Yes
XT149,26,No,23,21.3,San Francisco,CA,iOS,Yes
RA512,32,No,5,21.25,Fort Worth,TX,Windows,Yes
FR467,30,Yes,12,21.24,Dallas,TX,Android,No
DK422,31,No,25,21.13,Fort Worth,TX,Android,Yes
GQ816,50,Yes,19,21.08,Los Angeles,CA,iOS,No
CP718,37,Yes,27,21.01,San Francisco,CA,Windows,Yes
ED420,28,No,31,20.97,Washington,DC,iOS,No
VG924,38,Yes,37,20.95,Washington,DC,Android,Yes
DR862,34,No,7,20.92,San Antonio,TX,Windows,Yes
FS445,32,Yes,26,20.86,Columbus,OH,Windows,Yes
AI295,27,Yes,5,20.81,San Antonio,TX,iOS,Yes
ZC366,43,No,4,20.78,Austin,TX,iOS,Yes
SW553,28,No,20,20.78,New York,NY,Android,Yes
TG371,37,Yes,7,20.71,Washington,DC,Windows,Yes
YQ567,46,No,36,20.66,San Diego,CA,iOS,No
SC758,42,Yes,17,20.43,Phoenix,AZ,Windows,No
MK133,23,Yes,24,20.43,Phoenix,AZ,Windows,Yes
VA784,44,No,26,20.41,Indianapolis,IN,Android,Yes
RO935,24,Yes,5,20.39,Columbus,OH,Windows,No
UK547,31,No,29,20.35,Charlotte,NC,iOS,No
RP523,34,No,40,20.3,Seattle,WA,iOS,Yes
HD510,37,No,34,20.25,San Diego,CA,iOS,Yes
SU408,33,No,38,20.23,Los Angeles,CA,Android,Yes
KV277,44,Yes,12,20.11,Chicago,IL,iOS,No
FP676,36,Yes,36,20.1,Washington,DC,Android,Yes
UX820,29,Yes,14,20.06,Phoenix,AZ,iOS,No
RR234,53,No,5,20.02,Indianapolis,IN,Android,No
KO467,35,No,30,20.01,Los Angeles,CA,iOS,No
KI608,37,No,27,20.01,Charlotte,NC,Windows,No